p_val	avg_diff	pct.1	pct.2	cluster	gene
Lpl	3.84933897717083e-26	1.02817108923929	0.453	0.093	Macrophage	Lpl
Apobec1	1.53835677655935e-25	0.694652366022312	0.216	0.01	Macrophage	Apobec1
Itsn1	6.15832881142817e-25	0.868095157391279	0.46	0.1	Macrophage	Itsn1
Arpc3	6.62963905579615e-25	0.732883258461064	0.561	0.16	Macrophage	Arpc3
Pepd	2.03587433259133e-24	0.859574549209589	0.396	0.071	Macrophage	Pepd
Rnase41	2.59925406784411e-24	0.883945495740139	0.763	0.35	Macrophage	Rnase4
Rp2h	3.90860120412431e-24	0.693815148598414	0.317	0.04	Macrophage	Rp2h
AI607873	4.23826364904106e-24	0.787068020740168	0.374	0.063	Macrophage	AI607873
Fcgr2b	4.50850670591828e-24	0.771893644770622	0.504	0.129	Macrophage	Fcgr2b
Lamp11	5.73302091690172e-24	0.750071569235562	0.806	0.511	Macrophage	Lamp1
Vamp8	8.29202410194947e-24	0.87585812520118	0.626	0.227	Macrophage	Vamp8
Ifngr11	9.16174940483735e-24	0.762349785781472	0.583	0.177	Macrophage	Ifngr1
Iigp1	9.65811647680354e-24	1.2655139777407	0.388	0.069	Macrophage	Iigp1
Blvrb	1.00201848807793e-23	0.840845844539894	0.676	0.259	Macrophage	Blvrb
Gns	1.03959876594666e-22	0.875029905183006	0.532	0.162	Macrophage	Gns
Man1a	1.24762396534932e-22	0.724715895457952	0.324	0.047	Macrophage	Man1a
Srgap2	1.7579866261919e-22	0.734027141724996	0.317	0.044	Macrophage	Srgap2
Abhd12	2.01849073316465e-22	0.83044089419627	0.424	0.094	Macrophage	Abhd12
Iqgap21	4.21530507345654e-22	0.719341957151882	0.338	0.054	Macrophage	Iqgap2
Lipa	8.44830373537395e-22	0.738194872232161	0.417	0.092	Macrophage	Lipa
Rell1	1.58202703406241e-21	0.822590221535848	0.403	0.092	Macrophage	Rell1
Serinc3	1.71313350715556e-21	0.693207910907306	0.842	0.513	Macrophage	Serinc3
Cndp2	3.24040053086539e-21	0.738256771744528	0.439	0.104	Macrophage	Cndp2
Capza2	3.44387760292103e-21	0.796254958880826	0.691	0.303	Macrophage	Capza2
Gm4951	3.53985192664387e-21	0.837050958447213	0.237	0.024	Macrophage	Gm4951
Psap	4.23697525263651e-21	0.70197200741869	0.799	0.504	Macrophage	Psap
Zeb2	7.64028057585649e-21	0.845529650602057	0.655	0.282	Macrophage	Zeb2
Cltc	1.15054997776421e-20	0.834907127010494	0.604	0.241	Macrophage	Cltc
Hexa	2.03732625911597e-20	0.838527122165165	0.59	0.218	Macrophage	Hexa
Actr31	4.534042174806e-20	0.939000833407383	0.504	0.173	Macrophage	Actr3
Mylip	5.04872909652581e-20	0.74399413567539	0.266	0.034	Macrophage	Mylip
Arpc1b1	6.96465654063032e-20	0.771414825401332	0.734	0.426	Macrophage	Arpc1b
Bst2	2.815056216795e-19	0.817664659131083	0.468	0.136	Macrophage	Bst2
Irf8	3.34283301778249e-19	0.875535224862423	0.309	0.054	Macrophage	Irf8
Swap70	3.60468841962821e-19	0.740276047638672	0.288	0.043	Macrophage	Swap70
Iqgap1	2.1233510099099e-18	0.781624936890122	0.59	0.23	Macrophage	Iqgap1
Rnasel	3.5664445726253e-18	0.745804090358705	0.468	0.139	Macrophage	Rnasel
Fam46a	1.2555942642101e-17	0.737537756603593	0.36	0.081	Macrophage	Fam46a
Snx6	2.66442289552283e-17	0.704106315567701	0.604	0.244	Macrophage	Snx6
Klf6	6.37380442957275e-16	0.706936540477647	0.676	0.324	Macrophage	Klf6
Il10rb	3.1102278463362e-15	0.708495308330938	0.353	0.091	Macrophage	Il10rb
Cxcl16	3.35241464273953e-13	0.827149025672921	0.281	0.077	Macrophage	Cxcl16
Abcb1a	5.72496501009903e-267	2.91475793310207	0.883	0.002	Endothelial	Abcb1a
Ptprb	2.6533510652559e-239	2.75719243374432	0.827	0.004	Endothelial	Ptprb
Ly6c1	6.9130057423396e-214	2.64683134914239	0.922	0.101	Endothelial	Ly6c1
Egfl7	3.17008010380153e-208	2.32387618695389	0.737	0.004	Endothelial	Egfl7
Pcp4l1	7.75737484693308e-197	2.43720831633746	0.81	0.017	Endothelial	Pcp4l1
Cldn5	6.14255807315112e-188	2.19383012471171	0.665	0.001	Endothelial	Cldn5
Adgrf5	8.71094945401539e-186	2.29578705664779	0.693	0.004	Endothelial	Adgrf5
Ptn	4.15938277433098e-182	3.01950864482702	0.749	0.035	Endothelial	Ptn
Flt1	2.19842843837835e-169	2.06046547384302	0.642	0.004	Endothelial	Flt1
Ehd41	7.3390918674005e-169	2.49160793939425	0.782	0.045	Endothelial	Ehd4
Esam	5.79100341423558e-162	1.95298893668014	0.654	0.006	Endothelial	Esam
Ctla2a1	5.58373757113282e-156	2.13602246937574	0.626	0.006	Endothelial	Ctla2a
Mal	5.80045696747808e-156	2.12359645210813	0.62	0.005	Endothelial	Mal
Cd93	7.3758134188652e-153	2.06287974667224	0.62	0.007	Endothelial	Cd93
Mmrn2	2.79703851351695e-146	1.68637182556773	0.531	0.001	Endothelial	Mmrn2
Kdr	7.53567101625113e-145	1.87954328260929	0.598	0.009	Endothelial	Kdr
Vwf	4.12191588092579e-139	1.79317651755144	0.542	0.003	Endothelial	Vwf
Erg	1.33788338390678e-134	1.65401899281695	0.514	0.002	Endothelial	Erg
Abcg2	1.12557288232716e-132	1.9410547751223	0.626	0.026	Endothelial	Abcg2
Fam101b	1.65336723133074e-129	1.95098476971225	0.553	0.01	Endothelial	Fam101b
Sox18	1.09014831655319e-128	1.60192723414075	0.486	0.001	Endothelial	Sox18
Podxl	5.57206707802526e-128	1.58081335680153	0.48	0.001	Endothelial	Podxl
Emcn	1.19072255682487e-123	1.69375295119748	0.469	0.001	Endothelial	Emcn
C130074G19Rik	3.48579017427726e-121	2.07699773502871	0.665	0.058	Endothelial	C130074G19Rik
Igfbp71	7.3974611400264e-121	1.64382661701422	0.989	0.603	Endothelial	Igfbp7
Slco1a4	1.3385680651973e-119	2.04145999098307	0.508	0.008	Endothelial	Slco1a4
Palmd	2.04487060255201e-119	1.74183016173011	0.492	0.005	Endothelial	Palmd
Tmem88	1.22822905630882e-117	1.57835143605867	0.514	0.008	Endothelial	Tmem88
Pecam1	4.79566563869651e-115	1.61674981413346	0.475	0.004	Endothelial	Pecam1
Sox17	1.38000908198565e-113	1.58547643451605	0.464	0.003	Endothelial	Sox17
Tspan13	2.49832507843526e-113	1.71705459740965	0.514	0.01	Endothelial	Tspan13
Tm4sf1	4.24934612097539e-113	2.01263365363347	0.665	0.052	Endothelial	Tm4sf1
Myct1	3.11411105375729e-112	1.34218674680564	0.425	0.001	Endothelial	Myct1
Mfsd2a	1.32476440555793e-104	1.80532395412366	0.52	0.023	Endothelial	Mfsd2a
Ly6e2	4.55286629298739e-104	1.65191436014357	0.866	0.306	Endothelial	Ly6e
Nfib1	2.16600338577203e-100	1.660709290882	0.793	0.243	Endothelial	Nfib
Slc9a3r2	3.73591568420962e-100	1.74278924198925	0.609	0.071	Endothelial	Slc9a3r2
Cdh5	3.40711355316946e-99	1.68581709276235	0.615	0.081	Endothelial	Cdh5
Ushbp1	1.11657572228951e-98	1.3139019182252	0.385	0.001	Endothelial	Ushbp1
Tie1	3.86392916345474e-97	1.22925408909521	0.363	0	Endothelial	Tie1
Icam2	2.25478390996741e-95	1.206954633097	0.391	0.002	Endothelial	Icam2
Cxcl121	3.52960338484634e-95	1.79411437379154	0.799	0.244	Endothelial	Cxcl12
Bsg	3.60660540288818e-95	1.41157435574289	0.737	0.408	Endothelial	Bsg
Timp31	1.08676967144022e-92	1.73669055944543	0.799	0.276	Endothelial	Timp3
Sorbs2	3.37545658921013e-92	1.63777006031668	0.553	0.049	Endothelial	Sorbs2
Fli11	5.27491263410742e-91	1.51502713334083	0.475	0.015	Endothelial	Fli1
Car4	1.37979666801333e-90	1.63522532456593	0.352	0.001	Endothelial	Car4
Tcf41	6.22554797855404e-90	1.35182973738629	0.838	0.49	Endothelial	Tcf4
Tek	2.02787388174622e-88	1.38527559336393	0.43	0.01	Endothelial	Tek
Ets11	2.98502557204046e-88	1.6009244237395	0.542	0.038	Endothelial	Ets1
Slc39a8	4.90948843181874e-87	1.68316282652026	0.408	0.012	Endothelial	Slc39a8
Tmsb4x2	1.03821293223148e-84	1.07182689873642	0.994	0.781	Endothelial	Tmsb4x
Adgrl4	8.17500795809975e-82	1.10239590791431	0.302	0	Endothelial	Adgrl4
Nostrin	2.74758318153076e-81	1.35513815371426	0.369	0.004	Endothelial	Nostrin
Slc7a5	7.07475775022487e-80	1.58327670563896	0.659	0.141	Endothelial	Slc7a5
Eng	3.65002080075063e-79	1.46709470899937	0.475	0.036	Endothelial	Eng
Clic5	6.49557772147138e-79	1.34061033942198	0.374	0.007	Endothelial	Clic5
Rasip1	1.53754940289145e-78	1.30648704722798	0.397	0.01	Endothelial	Rasip1
Rbp7	3.93898695295477e-78	1.52365514438102	0.313	0.001	Endothelial	Rbp7
Rgs5	2.61794088027347e-77	1.86603476197795	0.397	0.011	Endothelial	Rgs5
Plk2	2.29238929544263e-76	1.65372142084352	0.52	0.048	Endothelial	Plk2
Nrp11	2.14434958610682e-74	1.44011625830376	0.832	0.273	Endothelial	Nrp1
Nxpe2	1.64239838538966e-72	1.17866389611477	0.302	0.002	Endothelial	Nxpe2
Gimap61	2.82664979407812e-72	1.3143811317649	0.397	0.012	Endothelial	Gimap6
Epas1	4.31684577039679e-71	1.48096526987069	0.598	0.126	Endothelial	Epas1
Ier3	1.26103820867284e-70	1.67562548527257	0.575	0.152	Endothelial	Ier3
Ramp2	1.80752173306831e-69	1.48786342097061	0.603	0.128	Endothelial	Ramp2
Clec14a	1.01691941718602e-67	1.22320323358822	0.313	0.006	Endothelial	Clec14a
Gbp41	1.60453900843596e-66	1.25131737884028	0.358	0.009	Endothelial	Gbp4
Gbp91	3.95310892550503e-66	1.09939440020709	0.335	0.007	Endothelial	Gbp9
Irx3	6.00189593394737e-66	0.975815900605992	0.263	0.001	Endothelial	Irx3
Limch1	3.51467277775402e-65	1.38416492808929	0.419	0.023	Endothelial	Limch1
Cyyr1	2.39006107558665e-63	0.934214089472634	0.279	0.002	Endothelial	Cyyr1
Afap1l1	1.15767840031066e-62	1.05027628645794	0.318	0.007	Endothelial	Afap1l1
Fgd5	1.76233177902364e-62	0.947279119389462	0.24	0	Endothelial	Fgd5
Slc6a6	9.79980503212642e-62	1.51256546236213	0.453	0.199	Endothelial	Slc6a6
Mgll	1.96067808834631e-61	1.46088924017127	0.458	0.049	Endothelial	Mgll
Ccnd1	2.88006407976984e-61	1.47686082871986	0.408	0.028	Endothelial	Ccnd1
Pdgfb	7.31694115134687e-61	0.977190357776743	0.274	0.003	Endothelial	Pdgfb
Actn4	1.08386699083453e-60	1.29354486182364	0.693	0.279	Endothelial	Actn4
Ptma	6.45869509371158e-60	0.948256239887562	0.911	0.704	Endothelial	Ptma
Fnbp1l	6.60747989487975e-60	1.3761694271575	0.469	0.051	Endothelial	Fnbp1l
Gng11	1.57886327527542e-59	1.41445279402012	0.525	0.089	Endothelial	Gng11
Robo4	3.35734339463362e-59	1.00413802847903	0.279	0.005	Endothelial	Robo4
Sp1001	6.4982624427289e-59	1.37745576653257	0.469	0.052	Endothelial	Sp100
Mecom	4.11119241494584e-58	0.794983833357955	0.24	0.001	Endothelial	Mecom
S100a131	8.32626490731048e-58	1.30130879112703	0.57	0.118	Endothelial	S100a13
Tnfrsf19	1.62195040432276e-57	0.942740747960613	0.229	0.001	Endothelial	Tnfrsf19
Apbb2	1.26114708365845e-56	1.21540274839052	0.38	0.029	Endothelial	Apbb2
Rps21	4.71465805160262e-56	0.896664608667694	0.944	0.714	Endothelial	Rps21
Sema3g	1.31948201363976e-55	1.02587227608624	0.229	0.001	Endothelial	Sema3g
Ifitm31	5.90289368484973e-55	1.09126622182714	0.899	0.395	Endothelial	Ifitm3
Itm2a	1.28385309248046e-54	1.29649709936904	0.508	0.091	Endothelial	Itm2a
Eogt	1.70590989409306e-54	1.04036741857397	0.296	0.01	Endothelial	Eogt
H2-D12	7.63738889900765e-54	1.12960754095487	0.81	0.318	Endothelial	H2-D1
Plxnd1	9.87695173078441e-54	1.19118850672922	0.374	0.031	Endothelial	Plxnd1
Ecscr	1.64514649807563e-53	1.20892707153254	0.33	0.022	Endothelial	Ecscr
Gbp72	2.13596249355683e-51	1.35626847827382	0.52	0.111	Endothelial	Gbp7
H2-K12	3.50825449942133e-51	1.16985273832536	0.799	0.313	Endothelial	H2-K1
Crip2	5.84821355230014e-51	1.27315916542589	0.559	0.139	Endothelial	Crip2
Rasgrp3	1.39601651584677e-50	0.95675568639325	0.268	0.007	Endothelial	Rasgrp3
Iigp11	2.24490504437584e-50	1.3578936902047	0.486	0.063	Endothelial	Iigp1
Gpcpd1	2.58993213335285e-49	1.35337994068968	0.514	0.132	Endothelial	Gpcpd1
Clic4	3.78076302898118e-49	1.21630051665047	0.536	0.114	Endothelial	Clic4
Ptp4a3	5.07741616398605e-49	1.16431694092491	0.374	0.038	Endothelial	Ptp4a3
Lrrfip11	2.59239162262712e-48	1.14428809532721	0.38	0.032	Endothelial	Lrrfip1
Ets2	1.26381858010753e-47	0.93975987619721	0.302	0.014	Endothelial	Ets2
Gimap41	1.32662855895069e-46	1.06482896633473	0.279	0.011	Endothelial	Gimap4
Pcdh17	3.26586668020321e-46	0.936327044219915	0.212	0.003	Endothelial	Pcdh17
Uaca	6.1626347308455e-46	1.19682499629877	0.508	0.124	Endothelial	Uaca
Tpm4	1.77874957974472e-45	1.13386581835101	0.659	0.248	Endothelial	Tpm4
H2-Q71	4.92518006540569e-45	0.946227970814608	0.296	0.017	Endothelial	H2-Q7
Hbegf	4.99631967858191e-45	1.16673200905143	0.296	0.018	Endothelial	Hbegf
Slfn5	4.30544524343201e-44	1.18659482374892	0.486	0.111	Endothelial	Slfn5
Lef1	6.46298997110563e-44	0.942984949958669	0.302	0.016	Endothelial	Lef1
Mef2c1	1.41634293755318e-43	1.18225663666429	0.514	0.118	Endothelial	Mef2c
Aoc3	4.67855216896569e-43	1.06085080755816	0.391	0.055	Endothelial	Aoc3
Isg15	7.68617733794762e-43	0.995337511029396	0.302	0.02	Endothelial	Isg15
Elk3	8.08461325562484e-43	0.938940162842204	0.302	0.024	Endothelial	Elk3
Scarf1	1.07922283662075e-42	0.768343756670439	0.223	0.004	Endothelial	Scarf1
Ier51	2.16768267736712e-42	1.11579511360794	0.33	0.029	Endothelial	Ier5
Slc3a2	3.17250016896965e-42	1.06040160516231	0.676	0.264	Endothelial	Slc3a2
Arhgef15	4.45976028095838e-42	0.803536857841108	0.229	0.006	Endothelial	Arhgef15
Vim	1.40004502233506e-41	0.880487560680196	0.872	0.614	Endothelial	Vim
Sdpr	1.8522646815482e-41	1.23929239313921	0.553	0.153	Endothelial	Sdpr
Tagln21	2.02273988885923e-41	1.13614716155118	0.514	0.124	Endothelial	Tagln2
Cd2001	3.93343902061585e-41	0.898667010250003	0.844	0.348	Endothelial	Cd200
Msn1	4.01608995953464e-40	1.1439793743802	0.57	0.184	Endothelial	Msn
Socs21	5.00382547920261e-40	1.02245815194438	0.369	0.046	Endothelial	Socs2
Anp32a1	6.41599786591984e-40	0.996543619151397	0.771	0.421	Endothelial	Anp32a
Fmnl3	6.9310164977025e-40	0.747045364159267	0.207	0.004	Endothelial	Fmnl3
Mcam	1.50231508869627e-39	0.841910304026326	0.207	0.004	Endothelial	Mcam
Oaz2	5.89909324662164e-39	1.1126640011786	0.547	0.165	Endothelial	Oaz2
S1pr1	9.88733766931781e-39	1.00493886133088	0.291	0.022	Endothelial	S1pr1
Iqgap11	1.06718632106015e-37	1.06148491241777	0.57	0.227	Endothelial	Iqgap1
Crip12	8.20308946888465e-37	0.918773225000429	0.726	0.262	Endothelial	Crip1
Col4a11	4.66277686929797e-36	1.09953796209687	0.648	0.269	Endothelial	Col4a1
Tmsb101	6.76890653919364e-36	0.980595430241737	0.676	0.389	Endothelial	Tmsb10
Cd2ap	1.03727849747966e-35	0.958748437580743	0.715	0.423	Endothelial	Cd2ap
Ctnnb1	2.57216326168069e-35	0.98868688171405	0.626	0.259	Endothelial	Ctnnb1
Myl61	3.41393136118863e-35	0.888515038636108	0.76	0.41	Endothelial	Myl6
Bcam	8.9134055294818e-35	0.720947059398922	0.223	0.01	Endothelial	Bcam
Myh91	1.17273151794529e-34	1.0506007964226	0.486	0.157	Endothelial	Myh9
B2m2	1.55263500926676e-34	0.855859729493397	0.899	0.513	Endothelial	B2m
Grrp1	1.76347729088769e-34	0.850322567895051	0.235	0.018	Endothelial	Grrp1
S100a16	2.58277639106049e-34	1.05071545293299	0.419	0.098	Endothelial	S100a16
Gbp3	5.66337828042099e-34	1.02339060158009	0.335	0.05	Endothelial	Gbp3
Srgn1	1.08434408311596e-33	1.09438025800929	0.425	0.098	Endothelial	Srgn
Sgk1	1.26054661221033e-33	1.11538261134016	0.318	0.049	Endothelial	Sgk1
Cgnl1	1.39753548103435e-33	1.12026028353307	0.492	0.15	Endothelial	Cgnl1
H2-Q41	1.88439860621756e-33	0.937228660453529	0.263	0.022	Endothelial	H2-Q4
Bst21	2.33805207396459e-33	1.02180559345223	0.453	0.134	Endothelial	Bst2
Sema7a	5.56782222698545e-33	0.834445496948863	0.374	0.067	Endothelial	Sema7a
Mndal2	1.36315469277064e-32	1.03662159514004	0.536	0.159	Endothelial	Mndal
Maoa	1.76562643035949e-32	0.962917653421957	0.313	0.052	Endothelial	Maoa
Reep3	1.25735792607499e-31	0.997364867776079	0.503	0.178	Endothelial	Reep3
Foxp1	1.28189804996697e-31	1.05036659487929	0.464	0.142	Endothelial	Foxp1
Rps31	1.15276276670232e-30	0.706370066293926	0.877	0.633	Endothelial	Rps3
Gm89952	1.09005908853799e-29	0.902918171800591	0.251	0.021	Endothelial	Gm8995
Col4a21	4.15437317886564e-29	0.972749439292494	0.57	0.241	Endothelial	Col4a2
Gnb4	1.10650918878982e-28	0.874353827938076	0.296	0.039	Endothelial	Gnb4
Adam15	7.07537161261953e-28	0.899477457665593	0.296	0.056	Endothelial	Adam15
Hspg2	7.70893155899546e-28	0.948334101247391	0.408	0.121	Endothelial	Hspg2
Tgm2	1.09133989805725e-27	0.929330891726159	0.458	0.145	Endothelial	Tgm2
Hip1	1.62486157247074e-27	0.995709134110402	0.458	0.125	Endothelial	Hip1
Rassf3	3.7419846621255e-27	0.782033249750056	0.223	0.02	Endothelial	Rassf3
Ly6a1	5.39203618963825e-27	0.778701382438723	0.654	0.252	Endothelial	Ly6a
Lifr	1.99021610751325e-26	0.868243525705579	0.413	0.112	Endothelial	Lifr
Scarb11	7.62803928699762e-26	0.886381317975061	0.57	0.203	Endothelial	Scarb1
Mfge8	1.09213947117774e-25	0.787108025335748	0.531	0.2	Endothelial	Mfge8
Psmb82	1.67455887602133e-25	0.883258471184895	0.335	0.067	Endothelial	Psmb8
Fos	3.15762617596893e-25	0.717208657370092	0.816	0.451	Endothelial	Fos
Tjp1	4.42627807954108e-25	0.93843159553925	0.363	0.09	Endothelial	Tjp1
Fermt21	4.98377009166366e-25	0.840624865910188	0.575	0.289	Endothelial	Fermt2
Gnai2	5.80103049757455e-25	0.748186616108385	0.709	0.417	Endothelial	Gnai2
Rab11fip5	8.35247029077409e-25	0.925118895953	0.346	0.092	Endothelial	Rab11fip5
Tnfaip2	9.98732826920934e-25	0.814409570967649	0.285	0.041	Endothelial	Tnfaip2
Rpl341	1.14602583412287e-23	0.696129293059041	0.832	0.555	Endothelial	Rpl34
Fam198b	1.50901959304624e-23	0.914611516797476	0.352	0.098	Endothelial	Fam198b
Smad7	3.46131842633998e-23	0.802063815454335	0.246	0.04	Endothelial	Smad7
Pkp4	5.03440130452849e-23	0.766201132399081	0.246	0.033	Endothelial	Pkp4
Marc2	5.07535720818654e-23	0.808236264495022	0.615	0.331	Endothelial	Marc2
Fam171a1	5.19201117566629e-23	0.798021204919975	0.251	0.045	Endothelial	Fam171a1
Bhlhe40	8.42348956220672e-23	0.868726388308788	0.268	0.052	Endothelial	Bhlhe40
Utrn	1.22840043995102e-22	0.928127502249494	0.425	0.16	Endothelial	Utrn
Trim30a1	1.91711267019803e-22	0.772639793071217	0.268	0.043	Endothelial	Trim30a
4931406P16Rik	2.83051134023728e-22	0.818341404399222	0.447	0.155	Endothelial	4931406P16Rik
Arhgef2	3.17251686120143e-22	0.900544324322953	0.352	0.092	Endothelial	Arhgef2
Wwtr1	5.7666398469418e-22	0.778500886382085	0.274	0.053	Endothelial	Wwtr1
Ptms	5.94175583991371e-22	0.749915046540572	0.659	0.335	Endothelial	Ptms
Ppic	8.59571422146907e-22	0.860953417173834	0.358	0.098	Endothelial	Ppic
Myh10	1.00438902036016e-21	0.882487935928672	0.268	0.049	Endothelial	Myh10
Vamp5	1.22050459933728e-21	0.852172491139735	0.408	0.153	Endothelial	Vamp5
Stox2	1.35907587581856e-21	0.761983359728587	0.257	0.047	Endothelial	Stox2
Klf7	3.20972757793138e-21	0.833292424457891	0.402	0.126	Endothelial	Klf7
Entpd1	6.08459646127448e-21	0.813410575457494	0.257	0.046	Endothelial	Entpd1
Trim56	1.50020463788804e-20	0.868332966830938	0.346	0.106	Endothelial	Trim56
Crim1	1.65292612826221e-20	0.811287301095004	0.263	0.059	Endothelial	Crim1
Ptprg	6.17800014817609e-20	0.826070288508825	0.391	0.145	Endothelial	Ptprg
Epn2	8.90790605752529e-20	0.795453606511065	0.346	0.102	Endothelial	Epn2
Irf1	1.08783062025897e-19	0.81752028786301	0.285	0.058	Endothelial	Irf1
Col18a1	2.16598875086856e-19	0.797940336991689	0.296	0.065	Endothelial	Col18a1
Dab2ip	2.28070333592372e-19	0.766019883959933	0.257	0.053	Endothelial	Dab2ip
Phldb2	2.96785973677655e-19	0.811345367887324	0.335	0.097	Endothelial	Phldb2
Prkcdbp1	4.72389166131139e-19	0.817424289346328	0.503	0.219	Endothelial	Prkcdbp
Zmiz1	5.31621026007723e-19	0.803527896622628	0.302	0.089	Endothelial	Zmiz1
Calcrl	6.90826441495025e-19	0.784160968615315	0.341	0.105	Endothelial	Calcrl
Ifi2031	2.4937859458298e-18	0.802933561225581	0.391	0.125	Endothelial	Ifi203
Ehd2	3.5810415985357e-18	0.759187677643585	0.268	0.066	Endothelial	Ehd2
Ackr3	3.86427886157912e-18	0.772602218817618	0.296	0.07	Endothelial	Ackr3
Kank3	7.31510639746648e-18	0.808817656702961	0.363	0.127	Endothelial	Kank3
Irak1	9.5703492914607e-18	0.772575494373052	0.402	0.186	Endothelial	Irak1
Klf2	1.12667721145275e-17	0.803684801580789	0.626	0.318	Endothelial	Klf2
Dusp1	1.66711297934929e-17	0.778039971672464	0.492	0.196	Endothelial	Dusp1
Itga6	2.58685295818831e-17	0.721150042555704	0.279	0.066	Endothelial	Itga6
Lama4	9.35467306527895e-17	0.809268482923382	0.363	0.129	Endothelial	Lama4
Xaf1	2.7928344632026e-16	0.721600468787545	0.263	0.059	Endothelial	Xaf1
Smtn	3.27478375040921e-16	0.709961204767377	0.341	0.103	Endothelial	Smtn
Btg2	3.89479049625719e-16	0.852945423697861	0.492	0.227	Endothelial	Btg2
Ndrg1	1.26395750601631e-15	0.731775858618576	0.369	0.138	Endothelial	Ndrg1
BC028528	2.44609057705368e-15	0.750294315850126	0.358	0.121	Endothelial	BC028528
Pam	1.41066212811104e-14	0.706660839689297	0.447	0.198	Endothelial	Pam
Nfkbia	1.56949321643501e-14	0.720211719710808	0.581	0.356	Endothelial	Nfkbia
Id11	1.39322114388016e-13	0.708522466831269	0.441	0.19	Endothelial	Id1
Bmpr2	1.60901333776182e-13	0.696669953174303	0.335	0.122	Endothelial	Bmpr2
Slk	8.95975796136386e-13	0.703344859759454	0.447	0.243	Endothelial	Slk
Rgs51	1.29400169018466e-74	3.99606812103587	0.898	0.016	Myoid	Rgs5
Tagln	7.2898621495379e-66	3.36443099290742	0.755	0.008	Myoid	Tagln
Aspn	8.12959026967453e-64	2.42848590586145	0.714	0.007	Myoid	Aspn
Tpm11	2.05725909344347e-58	2.24875994703465	0.918	0.399	Myoid	Tpm1
Myl91	2.05454334887517e-57	2.19119134878669	0.857	0.331	Myoid	Myl9
Tpm2	7.70286158565107e-57	2.97888616892845	0.612	0.061	Myoid	Tpm2
Myh11	2.47221865639498e-56	3.3354202570168	0.714	0.018	Myoid	Myh11
Timp32	3.80933774833922e-56	2.35827876963072	0.898	0.288	Myoid	Timp3
Filip1l	3.97955064256455e-47	2.51490501410039	0.673	0.036	Myoid	Filip1l
Rgs4	3.79975984498569e-46	2.15923763026557	0.673	0.022	Myoid	Rgs4
Acta2	7.96825950374387e-46	3.54549948290337	0.592	0.021	Myoid	Acta2
Olfr558	6.3646977767204e-42	1.92000231542241	0.469	0.002	Myoid	Olfr558
Sept7	2.55475279386927e-41	1.61484457780492	0.878	0.544	Myoid	Sept7
Cald11	4.37841616516925e-38	1.89630323457114	0.959	0.438	Myoid	Cald1
Higd1b	8.17298988656225e-38	2.28187431558475	0.469	0.005	Myoid	Higd1b
Gng111	1.36024363442881e-37	2.08508226100525	0.612	0.099	Myoid	Gng11
Gucy1b3	4.64220694659771e-36	1.89132554764581	0.51	0.018	Myoid	Gucy1b3
Col4a22	9.46855241616574e-35	1.81680518127873	0.735	0.248	Myoid	Col4a2
Col4a12	1.21503463254919e-34	1.97554205000198	0.612	0.279	Myoid	Col4a1
Myo1b	2.56602954806265e-34	2.03114040340494	0.531	0.041	Myoid	Myo1b
Gja4	4.02782673712255e-34	2.06823065182958	0.49	0.012	Myoid	Gja4
Pdgfrb	5.65989123242225e-33	1.81432122517647	0.429	0.017	Myoid	Pdgfrb
Mylk1	3.85025455935711e-32	1.87039853524731	0.694	0.296	Myoid	Mylk
Ace2	1.71552777831937e-31	1.92170865575567	0.408	0.007	Myoid	Ace2
Rasl11a	3.51874796455887e-31	2.07355729627558	0.531	0.041	Myoid	Rasl11a
Crip13	1.18900110777145e-29	1.81891328003135	0.796	0.273	Myoid	Crip1
Sept4	7.53554828164622e-28	1.74602837685394	0.449	0.043	Myoid	Sept4
Casq2	7.5393094459897e-27	1.74493106170443	0.429	0.014	Myoid	Casq2
Lbh	2.25177728174223e-26	1.56364866330654	0.531	0.074	Myoid	Lbh
Igfbp72	1.00730259907254e-25	1.22483147650236	1	0.612	Myoid	Igfbp7
Notch3	2.06884387475925e-25	1.35541170545966	0.327	0.004	Myoid	Notch3
Tm4sf11	2.93692144343369e-25	1.83598586245743	0.592	0.069	Myoid	Tm4sf1
Mef2c2	6.45264340998146e-25	1.71945471755098	0.592	0.128	Myoid	Mef2c
Pde3a	1.51425588647306e-24	1.74359533979804	0.306	0.021	Myoid	Pde3a
Gjc1	7.42842169740026e-24	1.57326592508017	0.408	0.032	Myoid	Gjc1
Ppp1r15a	1.10188968482255e-23	1.76190826474215	0.551	0.216	Myoid	Ppp1r15a
Pcp4l11	2.7671237043503e-23	2.18558903910544	0.51	0.04	Myoid	Pcp4l1
Actn1	7.92649839158229e-23	1.51167486510462	0.408	0.064	Myoid	Actn1
Gucy1a3	9.52521481185248e-23	1.57606933683999	0.653	0.194	Myoid	Gucy1a3
Fabp4	9.69735608052548e-23	2.09619125289211	0.347	0.011	Myoid	Fabp4
Mgst3	1.14473375398057e-22	1.58986406078473	0.429	0.067	Myoid	Mgst3
Tinagl1	3.51720762994168e-22	1.43509806292831	0.388	0.024	Myoid	Tinagl1
Gm13889	5.32466979327027e-22	1.42834360194016	0.347	0.01	Myoid	Gm13889
Palld	6.52594740603118e-22	1.82279642391792	0.367	0.032	Myoid	Palld
Cox4i2	7.5161912355198e-22	1.42357021811156	0.306	0.004	Myoid	Cox4i2
