clusters	InnateLymphoid	Macrophage	Endothelial	Myoid	Leydig	Sertoli	Unknown
Gm16589	0.079453444	0.075348114	0	0	0.012258612	0.055685162	0.039702568
Gm16599	0	0.040952578	0	0	0	0.006826899	0.0007404
Gm166	0.22862779	0.107381253	0.120832362	0.202139997	0.104998167	0.377530017	0.119053614
Gm1661	0.078042707	0	0.124475936	0.054697288	0.008290578	0.054881723	0.010474876
Gm16630	0	0	0	0	0.012933911	0.013912343	0.006093424
Gm16638	0	0	0	0	0.090172502	0.007391022	0.02387934
Gm16685	0	0	0	0	0.006383448	0.002116329	0
Gm16701	0	0	0	0	0	0	0.008206741
Gm16702	0	0	0	0	0.003294787	0	0
Gm16712	0	0	0	0	0.013523844	0.005613081	0.005411564
Gm16726	0	0.067037872	0	0	0.004654033	0.078829265	0.018900782
Gm1673	0.067225995	0.272411172	0.340618911	0.355061075	0.581620974	0.806556851	0.377777577
Gm16731	0.126026865	0.0067476	0	0	0.035741804	0.024826698	0.023077224
Gm16740	0.034162861	0.006030414	0.110555344	0	0.051857868	0.056706086	0.066257722
Gm16741	0	0	0	0	0	0.011245969	0.004384895
Gm16751	0	0	0	0	0.012165186	0.001938027	0.010729576
Gm16754	0	0	0.028874284	0	0.001894544	0.007597557	0.005433257
Gm16755	0	0	0.021455262	0	0.037763158	0.011791587	0.003613344
Gm16759	0	0	0	0	0.004259966	0.022527126	0.022755095
Gm16794	0	0.11942763	0	0	0.020801427	0.02329392	0.032251617
Gm16796	0	0	0	0	0	0.003845333	0.000751441
Gm16835	0.12221027	0.128303023	0.018068775	0.1620614	0.009784373	0.184716737	0.07196123
Gm16845	0.08954364	0	0.035118804	0	0.013009186	0.023091658	0.032631666
Gm16853	0.057776799	0	0	0	0.00349818	0.022324365	0.008886142
Gm16861	0	0.032367418	0.032789393	0	0.030995499	0.033240752	0.006691979
Gm16876	0	0.031052706	0	0	0	0.003389785	0
Gm16892	0	0	0	0	0.041123398	0.002114422	0.009619156
Gm16894	0	0	0	0	0.008303219	0.061212646	0
Gm16897	0	0.01397514	0.079010995	0	0.020981493	0.026462053	0.03097162
Gm16907	0	0.059209459	0.059076246	0	0	0.005163732	0.039662396
Gm16933	0.048158452	0.020626603	0	0	0	0.003244477	0.015809559
Gm16938	0	0	0	0	0	0	0.006758355
Gm16973	0.186178258	0.076468197	0.098281983	0	0.044574119	0.162381932	0.064228296
Gm16976	0	0	0	0	0	0.004699629	0
Gm1698	0.247869585	0.072237428	0.099455205	0	0.011818057	0.174795551	0.065676712
Gm16982	0	0	0	0	0	0.049801058	0.014753971
Gm16998	0	0.098726883	0.031283637	0	0	0	0.001221665
Gm17014	0	0.007543568	0	0	0	0	0.005604057
Gm17019	0	0	0	0	0	0.008576844	0.011542944
Gm17025	0	0.060007809	0	0	0.01189321	0.005982612	0.056485047
Gm17028	0	0	0	0	0	0.002106898	0
Gm17029	0	0	0	0	0.011269757	0.00182924	0.007199168
Gm17031	0	0	0	0	0	0.004407698	0.007264905
Gm17033	0	0	0	0	0	0.000560425	0
Gm17036	0	0.004969107	0	0	0	0.025846842	0.010028369
Gm17039	0	0.010321863	0	0	0	0.006941343	0.006182437
Gm17040	0.188109497	0	0.033694902	0	0	0.005441548	0.005826105
Gm17044	0	0	0	0	0	0	0
Gm17053	0	0	0	0	0	0	0.000807646
Gm17056	0	0	0	0	0.013763478	0.001216311	0.000757592
Gm17058	0	0.012780919	0	0	0	0.001640582	0.003195417
Gm17060	0	0.014240628	0	0	0	0.034200347	0.031272467
Gm17066	0.102510225	0.185534605	0.158009795	0.232681115	0.215231518	0.801991207	0.248932252
Gm17067	0	0	0	0	0	0.015262255	0.007201449
Gm17078	0	0	0	0	0.001836319	0	0
Gm17079	0	0	0	0	0	0	0.004363799
Gm17080	0	0.028813878	0	0	0.003021861	0.017472638	0.026611653
Gm17082	0.061604932	0.039469512	0	0	0.008402121	0.017210216	0.009751217
Gm17087	0.16854203	0.016269487	0.058862172	0	0.012083505	0.025870621	0.024550718
Gm17088	0	0	0	0	0	0.006086781	0
Gm17089	0	0	0.021003528	0	0	0.000806662	0
Gm17092	0	0.03121551	0.072321816	0	0.024313592	0.0327303	0.01563216
Gm17094	0	0.01397514	0	0	0	0.00339085	0.007477183
Gm17100	0	0	0.01762971	0	0	0.00352738	0.00884142
Gm17102	0	0	0	0	0	0.005152491	0.002094498
Gm17103	0.023578435	0.048653169	0	0	0	0.005354774	0.002592863
Gm17108	0	0	0	0	0.016640094	0.027830281	0.001969485
Gm17111	0	0.037594668	0	0	0	0.028530334	0.007241779
Gm17112	0	0	0	0	0	0	0
Gm17113	0	0	0	0	0	0.005590833	0
Gm17117	0	0	0	0	0	0.002175188	0.0077391
Gm17120	0	0	0	0	0	0.004182845	0
Gm17122	0	0	0.015028815	0	0	0.013023028	0
Gm17134	0	0	0	0	0.033624131	0.011856119	0.0144613
Gm17135	0	0	0	0	0	0	0.002477058
Gm17136	0	0	0	0	0	0	0.005247682
Gm17139	0	0	0	0	0	0.00738593	0.002714008
Gm17146	0	0	0	0	0.006871151	0.014815816	0.017180099
Gm17147	0	0	0	0	0	0	0
Gm17149	0	0	0	0	0	0.007501326	0
Gm17150	0.056440744	0.044365205	0	0	0.010055421	0.002548912	0.025886686
Gm17160	0	0	0	0	0	0.006265109	0
Gm17163	0	0	0	0	0	0.000722238	0.000914295
Gm17165	0	0	0	0	0	0	0
Gm17168	0	0	0	0	0	0	0.001356275
Gm17174	0	0	0	0	0	0.003777238	0
Gm17175	0	0	0	0	0	0	0
Gm17177	0	0	0	0	0	0	0
Gm17178	0	0	0.021003528	0	0	0.014299669	0
Gm17182	0	0	0	0	0	0	0
Gm17184	0	0	0	0	0	0.002456432	0
Gm17188	0.034162861	0	0	0	0	0	0
Gm17189	0	0	0	0	0.003294787	0	0
Gm17190	0	0	0	0	0.001243304	0.002749591	0.006930933
Gm17195	0	0	0	0	0.006944971	0.043586191	0.008454395
Gm17200	0.060742498	0	0	0	0	0.014325939	0.016358816
Gm17202	0	0	0.018613411	0	0	0.064722953	0.006256716
Gm17203	0	0	0	0	0	0.004425573	0.005188547
Gm17206	0	0	0	0	0	0.004331616	0.00225824
Gm17208	0	0	0	0	0	0	0
Gm17210	0	0	0	0	0	0	0
Gm17212	0.051919803	0.017343974	0	0	0.006655749	0.001127401	0.00609304
Gm17214	0.051919803	0	0	0	0.001612683	0.005770065	0.007736296
Gm17215	0	0.034541811	0	0	0	0.025175146	0.00928251
Gm17219	0	0	0	0	0	0	0
Gm17224	0	0	0	0	0	0.003765116	0
Gm17227	0	0.01832293	0	0	0.00349818	0.063424389	0.035974362
Gm17229	0	0	0	0	0.025501048	0.007081507	0.003188677
Gm17231	0	0	0	0	0	0.002618152	0
Gm17232	0	0	0	0	0	0.003326971	0
Gm17244	0	0	0	0	0.019037388	0.010924581	0.006003711
Gm17249	0	0.067943286	0	0	0.021637249	0.053431872	0.014590432
Gm17251	0.034162861	0.056457454	0.079693098	0.249105674	0.200915898	0.086694392	0.218517852
Gm17257	0	0.009586046	0	0	0.014489579	0	0.01962964
Gm17259	0.051491956	0.020039834	0.004961489	0	0.062626659	0.135534031	0.055182001
Gm17275	0	0.045394747	0	0.109240687	0.020720724	0.027069985	0.023881146
Gm17276	0	0	0.031283637	0	0.058015085	0.000417481	0.003855545
Gm17281	0	0	0	0	0	0	0.004617027
Gm17296	0	0	0.024386873	0	0	0.012434243	0.008072244
Gm17300	0.08954364	0.081440202	0	0	0.027269856	0.017225016	0.016660508
Gm17305	0.070694814	0	0	0	0.016890632	0.034957287	0.011045722
Gm17308	0	0	0	0	0	0	0.001033471
Gm17315	0	0	0.004961489	0	0	0.008755609	0.037083196
Gm17322	0	0	0.108643513	0	0.007226645	0.039810852	0
Gm17324	0	0	0	0	0	0.033698644	0.014035046
Gm17333	0	0	0	0	0	0.004315681	0.005265674
Gm17344	0	0.004969107	0	0	0.014833139	0.014363396	0.026790025
Gm17349	0	0	0	0	0.01980702	0.001508232	0.001166067
Gm17354	0.045008857	0.093598331	0.03777193	0	0.043378823	0.017417858	0.020461694
Gm17359	0	0.15469398	0.025488437	0.189876309	0.044715132	0.145063786	0.069112371
Gm17382	0	0	0	0	0.00635937	0.0165388	0.007292176
Gm17396	0	0	0.019582552	0.141661141	0.012165186	0	0.033731584
Gm17399	0	0	0.013111383	0	0.001243304	0.01409415	0.010116589
Gm17409	0	0	0	0	0	0	0
Gm17415	0	0	0	0	0	0.001548547	0.007258656
Gm17430	0.155005608	0.075212448	0	0.189876309	0.022194586	0.00313816	0.060364059
Gm17435	0	0	0	0	0	0.005256654	0.010406598
Gm17450	0.077964785	0	0.054963805	0	0.038558184	0.01773539	0.04824177
Gm17477	0	0.011701952	0.016782324	0	0	0.004201581	0.008801101
Gm17484	0	0.035263627	0	0	0.033185012	0.009450947	0.009324884
Gm17491	0.283393833	0.145377064	0.019104312	0	0.157638523	0.227521183	0.055260963
Gm17494	0.032813927	0	0.085069047	0	0.00154726	0.102552029	0.020104068
Gm17501	0	0.057533953	0.090208538	0.480420293	0.005866214	0.004289695	0.056506372
Gm17511	0.090216206	0.086869352	0.102164057	0.170616762	0.148863965	0.097528912	0.154909493
Gm17514	0	0	0	0	0	0.001522917	0
Gm17518	0	0.009203431	0	0	0	0.012620876	0.017292301
Gm17529	0	0	0	0	0	0.013045364	0.001477118
Gm17530	0	0.005633294	0	0	0.036632478	0.032254216	0.015914353
Gm17541	0.441607023	0.093878515	0.29435378	0	0.069451554	0.087815215	0.223733492
Gm17545	0	0.011262293	0	0	0.013704251	0.001406097	0.002669002
Gm17552	0	0	0	0	0	0.002536995	0.005026399
Gm17576	0	0	0	0	0	0.001333382	0
Gm1758	0	0	0	0	0	0.004493376	0.001334154
Gm17586	0	0.050981151	0.016067932	0	0.040167676	0.11484561	0.034797409
Gm17597	0	0	0	0	0	0.009526916	0
Gm17606	0	0.017113391	0	0	0	0.004888189	0.002715392
Gm17611	0	0	0	0	0	0.002871262	0.003204448
Gm17613	0	0	0	0	0.02423938	0.002609042	0.001238344
Gm17615	0	0	0	0	0	0	0.003161998
Gm17617	0	0	0	0	0.008326263	0	0
Gm17634	0	0	0	0	0	0.013550035	0
Gm17638	0	0.010731421	0	0	0.0192561	0.00409629	0.006886181
Gm17644	0	0	0	0	0	0.005300348	0
Gm17654	0	0	0	0	0	0.004338028	0
Gm17657	0	0	0	0	0	0	0
Gm17661	0	0	0	0	0.04898014	0.021484558	0.008829854
Gm17669	0	0	0	0	0.002975563	0	0.00385651
Gm17673	0	0.04746525	0	0	0.030488552	0.029333226	0.018886286
Gm17690	0	0.017269892	0	0	0.035881588	0.054157669	0.05101626
Gm17705	0	0	0	0	0	0	0.018143768
Gm17709	0	0	0	0	0	0.002943298	0.001895554
Gm17733	0	0.006683659	0	0	0	0.006212578	0.001930452
Gm17764	0	0	0	0	0.008886167	0.005467076	0.008657837
Gm17767	0	0	0	0	0	0.013023919	0
Gm17771	0	0	0.073274682	0	0	0.011075719	0.003306555
Gm17786	0.219936327	0.090134554	0.068427248	0	0.021774898	0.021580709	0.080732481
Gm17799	0	0	0.030418067	0	0.021985582	0.010187665	0.011573594
Gm17806	0	0	0	0	0.006226337	0	0
Gm17807	0	0.031257286	0	0	0.051545621	0.028457966	0.040516243
Gm17813	0	0	0	0	0	0	0.002726651
Gm17826	0.067225995	0	0	0	0	0.009554145	0.008054085
Gm17828	0	0.029650072	0	0	0	0	0.010203593
Gm17837	0	0.010101565	0	0	0.005792591	0.014649563	0.008343331
Gm17952	0.102946083	0	0	0	0.013763478	0.003819019	0.006112786
Gm17965	0.045573446	0.125932648	0.100691457	0	0.112365264	0.023212806	0.081889628
Gm17967	0	0	0.011724522	0	0.037424845	0.030991429	0.03447637
Gm17968	0	0	0	0	0	0	0.006685758
Gm17969	0	0	0	0	0	0	0
Gm17971	0.056996781	0.03812238	0.081297494	0	0.02708021	0.103605659	0.099295459
Gm17981	0.102946083	0	0.141132016	0	0.068782538	0.05802646	0.137888701
Gm18006	0	0	0	0	0	0.007954719	0.005106661
Gm18014	0.055639837	0.016580911	0.070422475	0	0.106579513	0.028847843	0.121987696
Gm18025	0	0.025077357	0	0	0.05495102	0.001390679	0.025224928
Gm18033	0.023578435	0	0	0	0.001612683	0.003705651	0.013405202
Gm18128	0.088729516	0.05295701	0	0	0.006121927	0	0.005801638
Gm18159	0	0	0	0	0	0.00564803	0
Gm1818	0.031798777	0	0	0	0	0.007719182	0.022025279
Gm18180	0	0	0.057200602	0	0.001836319	0.008547933	0.017889564
Gm18183	0	0	0	0	0	0.001022283	0
Gm18186	0	0	0	0	0	0.001495257	0
Gm18190	0.045520329	0	0	0	0.001734412	0	0.014029865
Gm1821	0.770901983	0.572814471	0.219814925	0.524890194	0.348096233	0.454248636	0.630825523
Gm18284	0	0.017113391	0	0	0	0.006256336	0.012074744
Gm1833	0	0	0	0	0.017250417	0.015329264	0.000546517
Gm18336	0	0	0	0	0	0.000673518	0
Gm1840	0.067225995	0	0.004961489	0	0.005074551	0.045735711	0.012954933
Gm18432	0	0.022560723	0	0	0.004845947	0.0118278	0.014970204
Gm1848	0.060742498	0.0067476	0.01762971	0	0.005438461	0.044214018	0.026754075
Gm18553	0	0	0	0	0.002870426	0	0
Gm18558	0	0	0	0	0	0.004442331	0.002319452
Gm18588	0	0	0.013632919	0	0	0.011535604	0.00390307
Gm18594	0	0.010731421	0	0	0	0.057502928	0.040815518
Gm18604	0	0	0	0	0.00302847	0.012248181	0.001496616
Gm1862	0	0	0	0	0.007226645	0.003760816	0.006169174
Gm1866	0	0	0.076155347	0	0.007607816	0.006503032	0.003418033
Gm18709	0	0	0	0	0.005278026	0.004093859	0.002471897
Gm18717	0	0	0	0	0	0	0.004134439
Gm18796	0	0	0	0	0	0	0
Gm18800	0	0	0	0	0	0.007049659	0.01093237
Gm18821	0	0	0	0	0	0	0.011069479
Gm18849	0	0	0	0	0	0.016470166	0
Gm18889	0.061848862	0.051143993	0	0	0.034500369	0.057993811	0.021019039
Gm18969	0	0	0	0	0.012230594	0	0
Gm19026	0	0	0	0	0	0.027846006	0.011068777
Gm19027	0	0	0.013111383	0	0	0.002628417	0.021957748
Gm19058	0	0	0	0	0	0	0
Gm19085	0	0.031709734	0	0	0	0.009570196	0.004560318
Gm19123	0	0	0	0	0	0.003117313	0
Gm19136	0.051491956	0	0.041658114	0	0.031918396	0.01065714	0.011891691
Gm19194	0	0	0	0	0	0.002527888	0.002648622
Gm19203	0	0	0	0	0	0	0.005173047
Gm19246	0	0.033598125	0	0	0	0.014777931	0.010767298
Gm19272	0	0	0	0	0.001836319	0.011265326	0.003778163
Gm19325	0	0.022434084	0	0.177923886	0	0.006316441	0.00845821
Gm19335	0	0	0	0	0	0.002297668	0.001064022
Gm19353	0	0.014462935	0.106334932	0	0.033441983	0.022593109	0.030174089
Gm19412	0.055775708	0.0580826	0.021929269	0.1620614	0.097348958	0.267959953	0.135089158
Gm19426	0	0.014462935	0.030215724	0.126453184	0	0	0.066572555
Gm19427	0	0	0.006584156	0	0.020012889	0.013797456	0.021075027
Gm19461	0	0	0	0	0.013877432	0.010093867	0
Gm19503	0	0.015678398	0.027563545	0	0.004737062	0.0152714	0.049227927
Gm19518	0	0	0	0	0	0.000746599	0.010766972
Gm19552	0	0	0.034769061	0	0	0.009538611	0.004712657
Gm19557	0.059380124	0	0	0	0	0	0.011239914
Gm19569	0	0	0	0	0	0.008104876	0.002153169
Gm19582	0.060273724	0.012279532	0	0	0	0	0.000943198
Gm19585	1.036938231	0	0	0	0	0	0
Gm19589	0	0	0	0	0	0.012845041	0.004740946
Gm19641	0	0	0	0	0.009302273	0	0.00515589
Gm1966	1.221076748	1.059849819	0	0	0	0	0.007737692
Gm19667	0	0	0	0	0	0	0.002251699
Gm19705	0	0.012659441	0	0	0.035856931	0.017544358	0.025795529
Gm19744	0	0	0	0	0	0	0.006010677
Gm1976	0.077964785	0	0.060520879	0	0.005088694	0.113617444	0.084771522
Gm19774	0.077964785	0	0	0	0.004437312	0.014378155	0.044580699
Gm19777	0	0	0.010733367	0	0	0.007677971	0
Gm1979	0	0	0	0	0	0.003687379	0
Gm19791	0	0	0	0	0	0	0
Gm19807	0	0	0	0	0.005260234	0.016655289	0.00952872
Gm19815	0.037312193	0.01796377	0	0	0.016523229	0.025553504	0.01503312
Gm19840	0	0.00829985	0	0	0	0	0.007171349
Gm19872	0	0	0	0	0.001836319	0.025968809	0.007668209
Gm1988	0	0	0	0	0	0.00310438	0.006972485
Gm1989	0	0	0	0	0	0	0
Gm19898	0	0	0	0	0.001894544	0.003861153	0.005022367
Gm19918	0	0	0	0	0	0	0
Gm1993	0	0	0	0	0.025748473	0.015126213	0.010430567
Gm19961	0	0	0	0	0	0	0.006432986
Gm19967	0	0	0.028994177	0	0	0.019391031	0.007869451
Gm2000	0.975837327	0.581582468	0.821048274	0.376931175	0.463797376	0.280630144	0.567791067
Gm2003	0	0	0	0	0	0	0
Gm20033	0	0.009203431	0.023603759	0	0.010587846	0.013856835	0.063651319
Gm20036	0	0	0	0	0.012724145	0.003422163	0
Gm20045	0.118005678	0.075602393	0.080243932	0	0.082262277	0.339956049	0.072861128
Gm20056	0	0	0	0	0	0	0.001356908
Gm20089	0.056440744	0	0	0	0.014394721	0	0
Gm20091	0	0	0	0.077223862	0	0.002107502	0.016038666
Gm20111	0	0.020626603	0	0	0.032456161	0.007538245	0.009143213
Gm2012	0	0	0.009615662	0	0.006871151	0.009442935	0.01068969
Gm20125	0	0	0	0	0	0.006382285	0.001153023
Gm20257	0.119828538	0.175034492	0.105832971	0	0.033668574	0.006529623	0.080003943
Gm20268	0.225045887	0.105020834	0.069606604	0	0.012795659	0.050944291	0.047697691
Gm2030	0	0	0	0	0	0	0
Gm20302	0	0	0.029252286	0	0	0.002081298	0
Gm20305	0	0	0	0	0	0.039872921	0.001060539
Gm20319	0	0	0	0	0	0	0.00093503
Gm20324	0.031798777	0.007543568	0	0	0	0.041360668	0.005327535
Gm20342	0.190042161	0.090127457	0.069467829	0	0.120826675	0.273000213	0.117896348
Gm20386	0	0	0	0	0	0.001459903	0
Gm20387	0	0	0	0	0	0.004484787	0.009600618
Gm20389	0.027719805	0.045088947	0	0	0.028670063	0.123777212	0.051715905
Gm20416	0	0	0	0.068326049	0.013004727	0.001855168	0
Gm20417	0.640731177	0.488882143	0.231858083	1.025993741	0.876814031	0.093385579	0.987304021
Gm20420	0	0.004969107	0	0	0	0.01462901	0
Gm20426	0	0	0	0	0	0	0.00059718
Gm20430	0.33485186	0.021148071	0.052941122	0	0.038130805	0.005017311	0.096611101
Gm2044	0	0	0.015471635	0	0.527942772	1.828315018	0.012467441
Gm20446	0	0.009837729	0.024302001	0	0	0.006182365	0.011496998
Gm20449	0	0	0	0	0	0	0.006443145
Gm20457	0	0	0	0	0.025075158	0.012649645	0.015074601
Gm2046	0	0	0	0	0	0.004260821	0
Gm20461	0	0	0	0	0	0.00606512	0.005140342
Gm20462	0	0.081246449	0	0	0	0.021463729	0.000894459
Gm20463	0	0	0.046372649	0	0	0	0.00406503
Gm20470	0	0	0	0	0	0.001548547	0.004924972
Gm20475	0	0	0	0	0	0	0
Gm20481	0	0	0.01174671	0	0	0.000801701	0.001233293
Gm20484	0	0.08747367	0	0	0	0.010035966	0.002128183
Gm20488	0	0	0.013713234	0	0	0	0.003839166
Gm20492	0.104391737	0.079383727	0.078776468	0	0.022648908	0.028430726	0.035503756
Gm20498	0	0.011629934	0.099239955	0	0.101723268	0.103118014	0.074402695
Gm20501	0	0	0	0	0	0.007506286	0.003737966
Gm20512	0	0	0.061472607	0	0.005340872	0.049192008	0.02405625
Gm20513	0	0	0	0	0	0	0
Gm20515	0	0	0	0	0	0.000959571	0
Gm20517	0	0	0	0	0.027269856	0.039955354	0.023639723
Gm20519	0	0	0	0	0.022684754	0.016323331	0.023574847
Gm20521	0	0	0	0	0.003619028	0.052831858	0
Gm20522	0.066397239	0.029555449	0	0	0.03856353	0.030288883	0.056978248
Gm20528	0	0.013300775	0	0	0.103162329	0	0.039615158
Gm20531	0	0	0	0	0	0	0
Gm20536	0.111916534	0.025079548	0.024526061	0	0.050503941	0.030520705	0.046997134
Gm20539	0	0	0	0	0	0.010460713	0.00167024
Gm20541	0	0	0	0	0.002547584	0.157417375	0.000559945
Gm20545	0	0	0	0	0	0	0.00711466
Gm20548	0	0	0	0	0	0.005027761	0.001160399
Gm20554	0	0	0	0	0	0.002872889	0
Gm20557	0.12315833	0	0.018383918	0	0	0.021040972	0.003914333
Gm2056	0	0	0	0	0	0	0
Gm20561	0	0	0	0	0	0	0.009785883
Gm20563	0	0	0	0	0.003742797	0.009177426	0.002645924
Gm2058	0	0.025106635	0	0	0.012717026	0.031077214	0.024869755
Gm20594	0	0	0.004961489	0.180360926	0.01462819	0.847070608	0.025561524
Gm20604	0.061604932	0.075330401	0.149444559	0.56691823	0.067700237	0.165754604	0.131265134
Gm20611	0	0.018711335	0	0	0	0.022912416	0.007836574
Gm20616	0	0.004969107	0	0	0.00349818	0.027232128	0.005642721
Gm20619	0	0	0	0	0.004084583	0.016688249	0.021012695
Gm20620	0.090216206	0.026979492	0	0	0	0.007420093	0.010649791
Gm20621	0.056440744	0.095997713	0.030682241	0	0.05070418	0.268191196	0.136011662
Gm20629	0.027719805	0.071303774	0	0	0.115431476	0.012162541	0.204958247
Gm20632	0	0.183222726	0	0	0.049946822	0.020582122	0.02590594
Gm20633	0	0	0	0	0.014136149	0.014939079	0.011840749
Gm20635	0	0	0	0	0.02187948	0.016761245	0.007577059
Gm20642	0	0	0.019825792	0	0.002322588	0.029104103	0.028568723
Gm20644	0	0.047653526	0	0	0.007525487	0.012162517	0.01149558
Gm20646	0	0	0	0	0	0.002456432	0
Gm20647	0	0.013490329	0	0	0	0.003472891	0.012400342
Gm20650	0	0	0.01174671	0	0	0.0023708	0.019503631
Gm20655	0	0	0.019245242	0	0.013004727	0.01172293	0.004549292
Gm20656	0	0	0	0	0	0	0.004243159
Gm20657	0	0	0.024302001	0	0	0.002238482	0.001923901
Gm20658	0	0	0	0	0	0	0
Gm20659	0	0	0.004961489	0	0.012176156	0.004048079	0.009172568
Gm20661	0	0	0	0	0.002334677	0	0
Gm20662	0	0	0	0	0	0	0
Gm20670	0	0	0	0	0	0	0
Gm20673	0	0.009586046	0	0	0.014875693	0	0.007532439
Gm20678	0	0	0.025488437	0	0	0.020293212	0.015890154
Gm20680	0	0	0	0.18673971	0	0	0.008034092
Gm20682	0	0	0	0	0	0.029229812	0.001165468
Gm20689	0	0	0	0	0	0.001524896	0.006766153
Gm20692	0.055775708	0	0	0	0	0.002812747	0.002267271
Gm20694	0	0	0.039128622	0	0.003227015	0.004100716	0.003697361
Gm20699	0	0	0	0	0.001243304	0.018824837	0.023406949
Gm20703	0	0.108553774	0.022593247	0	0.006037477	0.020126006	0
Gm20707	0.057776799	0.062931667	0.027395085	0.115753387	0.01980702	0.009562824	0.008514999
Gm20711	0	0	0	0	0	0.002227855	0
Gm20712	0.060742498	0.025173887	0.053527633	0	0.002547584	0.027633559	0.041825162
Gm20714	0	0.00979887	0	0	0.003102825	0.105530165	0.02417337
Gm20715	0	0	0	0	0	0.001974727	0
Gm20716	0	0	0.027240957	0	0	0.00317935	0.003986047
Gm20717	0	0.012780919	0	0	0	0.001868477	0.005879088
Gm20721	0.291273959	0.300935331	0.520310355	0.430440088	0.552827241	0.3804121	0.387345811
Gm20726	0	0	0	0	0	0.029534509	0.005435479
Gm20731	0	0	0	0	0.017432552	0	0.008131977
Gm20736	0	0.016580911	0	0	0	0.017913151	0.0176635
Gm20737	0	0	0	0	0	0.004286863	0
Gm20743	0	0	0	0	0	0	0
Gm20746	0	0.029101013	0	0	0.007525043	0.023663124	0.003604543
Gm20749	0	0	0	0	0	0	0
Gm20753	0	0	0	0	0	0.022289543	0.005691315
Gm20757	0	0	0	0	0	0	0.00122035
Gm20760	0	0	0	0	0.022736771	0.131544826	0.004222542
Gm20775	0	0	0	0	0	0	0.004175766
Gm20776	0	0	0	0	0	0	0
Gm20777	0	0	0	0	0	0	0.003984259
Gm20788	0	0	0	0	0	0.003363063	0
Gm20795	0	0	0	0	0	0	0
Gm20797	0	0	0	0	0	0	0.002209824
Gm20804	0	0	0	0	0	0.001040646	0
Gm20810	0	0	0	0	0	0	0.001459529
Gm20811	0	0	0	0	0	0.001000488	0.001015877
Gm20813	0	0	0	0	0	0.006321611	0
Gm20814	0	0	0	0	0	0	0
Gm20815	0	0	0	0	0	0	0
Gm20819	0	0	0	0	0	0.004373247	0
Gm20821	0	0	0	0	0	0.000187298	0.005834836
Gm20824	0	0	0	0	0.004881602	0.001295468	0
Gm20825	0	0	0	0	0	0	0.004003676
Gm20828	0	0	0	0	0	0	0
Gm20830	0	0	0	0	0	0.001039954	0.00133259
Gm20834	0	0	0	0	0	0	0
Gm20837	0	0.035921725	0	0	0.001836319	0.002784091	0
Gm20843	0	0	0	0	0	0	0
Gm20849	0	0	0	0	0	0	0
Gm20850	0	0	0	0	0	0	0
Gm20854	0	0	0	0	0	0	0
Gm20864	0	0	0	0	0	0	0
Gm20865	0	0	0	0	0	0	0
Gm20868	0	0	0	0	0	0.004581108	0
Gm2087	0	0	0	0	0	0	0.002400229
Gm20871	0	0	0	0	0	0.005051773	0
Gm20873	0	0	0	0	0.004352537	0.008054307	0.007026401
Gm20878	0.105378296	0.064706846	0.062148421	0.068326049	0.033845964	0.107243473	0.047471074
Gm20879	0	0	0	0	0	0.001938385	0.005582758
Gm20886	0	0	0	0	0	0	0
Gm20888	0	0	0	0	0	0.002183489	0
Gm20896	0	0	0	0	0	0	0.004423387
Gm20897	0	0	0	0	0	0.001506296	0.001135414
Gm20900	0.12221027	0.030484333	0.02691286	0	0.075133992	0.044996818	0.105856253
Gm20901	0	0	0	0	0	0	0
Gm20902	0	0	0	0	0	0	0
Gm20904	0	0	0	0	0	0	0.000618772
Gm20906	0	0	0	0	0	0	0
Gm20911	0	0	0	0	0	0.001971408	0
Gm20912	0	0	0	0	0	0.000840771	0.001399621
Gm20914	0	0	0	0	0	0.001897281	0.000528494
Gm20915	0	0	0	0	0	0.010497701	0.002629613
Gm20918	0	0	0	0	0	0	0
Gm20922	0	0	0	0	0	0.000758074	0.00106178
Gm20926	0	0	0	0	0	0	0
Gm20927	0	0	0	0	0	0	0.000546517
Gm2093	0	0.019033113	0.030732882	0	0	0.050582223	0.003687332
Gm20939	0	0	0.089000668	0	0.036153726	0.02996375	0.019715771
Gm20946	0	0	0	0	0	0.000320025	0.002970651
Gm21064	0	0	0	0	0	0.001167512	0.002229377
Gm21065	0	0	0	0	0	0	0
Gm2109	0	0	0	0	0	0	0
Gm21092	0.232806813	0.158745961	0.184109703	0	0.097239031	0.108412758	0.233671831
Gm21095	0.092844786	0.074510613	0	0.218660832	0	0.017656571	0.011293049
Gm21103	0.048158452	0.061683488	0	0	0.033999594	0.070038148	0.040406124
Gm21111	0	0	0	0	0	0.004475921	0
Gm21115	0	0	0	0	0	0	0
Gm21119	0	0	0	0	0	0	0
Gm21129	0	0	0	0	0	0	0
Gm21136	0	0	0	0	0	0	0
Gm21142	0	0	0	0	0	0	0
Gm21160	0	0	0	0	0	0	0
Gm21241	0	0	0	0	0	0	0.002725013
Gm21244	0	0	0	0	0	0.006265808	0
Gm21247	0	0	0	0	0	0.000528251	0
Gm21276	0	0	0	0	0	0.001398947	0.003152824
Gm2128	0	0	0	0	0	0	0
Gm21282	0	0	0	0	0	0	0
Gm21287	0	0	0	0	0	0.000590911	0
Gm21292	0	0	0	0	0	0	0
Gm21294	0	0.048686101	0	0	0	0.019418987	0.00111394
Gm21301	0	0	0	0	0	0.000187298	0.005717062
